bios,country,name
"Hale Tsehlana is the Faculty Advisor for the Stellenbosch University Poetry Society, which she assisted to establish. She is a published poet and has read and performed her poetry in and around South Africa, India, Germany, UK and South Korea. Her collection titled Poems and Songs from the Mirea was relaunched in August 2007 at a special celebration for the International Federation of Library Associations and Institutions hosted by the South Africa National Library for the Blind in Grahamstown and it has been published in Braille and Audio. In the face of current debates on multiculturalism and multilingualism in South Africa, this book takes a multimedia and multilingual approach to poetry with English, Afrikaans and Sesotho poems. The book encourages local writers to reach out to marginalized communities who may not be able to read and write; hence it is made into Braille.She recently translated a children's book Phapo's Gift that will be suitable for use in primary schools. She is featured in Ink@ boilingpoint, a collection of poems and essays by women from the Southern tip of Africa, (2004) 2nd edition. Voices from the Free State (2004), an anthology of Prose, Verse & Creative Articles by Indigenous Women and Youth of the Free State Province, and Basadzi Voices, an anthology of poetic writing by young black South African Women, published in 2006 by University of KwaZulu-Natal Press. Hale Tsehlana was selected to attend the November 2007 Asia Africa Literature Festival in Jeonju South Korea and in May 2008 she represented South Africa as one of the 20 young writers selected world wide to participate in the Seoul Young Writers Festival. In 2009, she presented the Words on Water Festival .ì Stellenbosch Satellite event sponsored & co-hosted by the by the Indian Consulate Cape Town Office & Stellenbosch International office.",Lesotho,"*Mankokosane, pula e ea na
re tla hola neng?  **ha tsatsi le chaba, Let the sound of .òMankokosane play on,
it warms the aching heart,
it holds away the falling skies.
It wakes up the little girl inside me,
buried beneath tons of make-up
and foreign tongues., Let the sound of .òMankokosane play on,
it makes grandma smile. It tells of nostalgia,
for innocence and purity., Let the sound of .òMankokosane play on,
it' s the story of our childhood.
A story of dreams to become the best,
of nurses, teachers, doctors,
film stars and mothers of the nation., Let the sound of .òMankokosane play on,
it is healing to the broken dreams,
broken promises of a life
led in concentric circles., Mankokosane, pula e ea na
re tla hola neng?  ha tsatsi le chaba', Let the sound of .òMankokosane play on,
it is a song of hope, it is a song about tomorrow.
It fills the empty heart with fond memories,
It holds away the falling skies,
it wakes the little girl inside me., *Mankokosane, pula e ea nare tla hola neng?
There is no English translation for `Mankokosane, but some informal sources say it is the name of a rain god. The song also describes the kind of dance Basotho children would do at the beginning of light showers of rain. They skip, hop and sing that: .òthe rain is falling and ask when they will grow up'.
**Ha tsatsi le chaba .ì when the sun comes up.
This suggests that the children see themselves as little crops that are being watered by the rains and will have become taller when rain the stops falling."
"Harold Lee Rush appeared in the first Black-produced dramatic TV series in the U.S., .úBird of the Iron Feather.ù on Chicago's Public Television Station WTTW. During this time, he also performed with various Black theatre organizations in a variety of roles.In 1982, Harold's broadcasting talents were discovered at Chicago's WGCI radio as the producer and co-host of the powerhouse morning show, first with Bob Wall (as the only Black-White morning duo in a major market), then with Doug Banks, where Rush created the .úFront Page.ù segment, which has been copied in morning shows across the country. In the decade at the Gannett-owned company, Rush hosted broadcasts all over the U.S. and around the world, including London, Senegal, Jamaica and the Bahamas, becoming one of the most well-known media personalities in Chicago.Rush has also authored internationally award winning poetry and is much in demand as a Spoken Word artist. 2005 brought Rush to WKKC FM, the official radio station of the City Colleges of Chicago as a Broadcaster and Instructor for students in the Media Communications Programs.You can hear .úLive with Harold Lee Rush.ù Tuesdays & Fridays 10AM .ì 2PM CT on 893FM WKKC and www.WKKC.FM.Website: <a href=""http://www.haroldleerush.com/"">www.HAROLDLEERUSH.com",United States,"Mozambican Mystery
Last night I died in Casablanca
And found my heart in Malawi
I watched the stars in Madagascar
And sailed across the Galilee., I walked the fields in Mozambique
And climbed the hills of Tennessee
I caught the sun in Buenos Aires
And chased the moon in Sicily., I met the Rose of Spanish Harlem
We danced all night in Tripoli
She followed me across the ocean
And we made love from dawn till three., I was reborn in Abu Dhabi
I found my soul in Waikiki
Tonight I'll sleep in Costa Rica
And live a life that's winterfree., Misdirected Woo
It was a dark and lonely tale
of misdirected woo
when they discovered quid pro quo
are difficult words to chew.
And when all is said and done
at the end of this sordid story,
it was apparent that all involved
were bound for purgatory.
To accelerate the inevitable,
they were executed two by two
and thus we end this lonely tale
of misdirected woo., Chocolate Economics
some people swear white chocolate is the best,
more pure and better, they say;
but with so many delicious varieties, how can one truly tell?
There's the Swiss chocolate, I guess it's grown in the Alps
or the German chocolate from right across the border.
What about the British chocolate
or the rare chocolate from China;
how different are they from Hershey's
or chocolate from the Motherland?
Is there chocolate in Spain, fancy or plain;
from the Congo or Nome, how about Bahia or Rome?
And we can't forget chocolate covered cherries
which must grow on vines in heaven,
on the corner of Dark Street and Rich Avenue
right next to Chocolate Mousse Gardens.
This is just a chocolate planet, from north to south,
east and all through the west;
I think I'll tour the Earth's chocolate islands
and find out myself which is best;
I'll keep a little for my personal use
and sell you chocolate junkies the rest."
"Hazel Tobo also known as Fasaha Mshairi was born in Tembisa Gauteng but grew up in Polokwane Limpopo. She started writing at the age of 11 and writing has since grown into a great passion. She has a published an audio book entitled Have we put out the fire? compiled in collaboration with SHINDIG AWE. She has performed at a number of events in her home province Limpopo, including Kgorong Poetry and Sound, Arts summit, Woman's Conference, and Fire on the Mountain Annual Festival.She has also performed outside of Limpopo; she slammed at the 2014 Windybrow Theater Freedom Friday Poetry Festival, she has also taken part in UJ's events as a resident poet, performed at The Izimbongi Festival 2013 and Poetry Africa Slam 2013. She plays the recorder and harmonica and also does photography as a hobby",South Africa,"This is
This is the beginning of these
Conscious mysteries so
Throw in your ears as my virtual poet draws
On the opportunity to feed you
These intrigue melodies go on as if
Agony poundeth my greased ears
Of peasants living in this lifetime
Pleading
Yelling
Begging for dear life and comfort
And you contemplate those soft seeds
Aligned to the mountains of food for the
Nourishment of thy bodies?
Just when you've painted out a clear image
to lie to your eyes
I utter these simple rather shocking phrases
These peasants beg for life in poetry
Poetry's comfort .ì
my, your haven
As sewage passages roam thy mind
You're falling calling me
And then goes the call to remind
Inadequate to die young as late as possible
But you blindfold me; you blindfold me
Un-blindfold me
So I can see the truth behind
Air based melodies that drift with my consciousness
And paths of righteousness
To poetry in motion
Your aural destination lies within books
Eternity is this thing I grew out of
when my own moralities pushed and pulled
towards those imprinted initiatives
Must be those overheated breezes
warming my mind as I come to realize
That I've been too loyal to reality
and now it's just time to let it burn
Burn
Burn into ashes that cover my wrong turns
Those mis-checks me and my soul created
when poetry grew into soul food
But I am ruthless
I turn blind to books that try to teach me how to write this, So this is this is
This is the beginning of these
Conscious mysteries so
Throw in your ears as my virtual poet draws
On the opportunity to feed you"
"He is a performing poet, actor, writer, based in Harare, Zimbabwe. His poems appear in the following anthologies, Jakwara reNhetembo (2008), State of the Nation: Contemporary Zimbabwean Poetry (2009), War Against War (2010), Visions of Motherland (2010), Daybreak (2010), Defiled Sacredness (2010), Mudengu Munei (2010) and several international journals and magazine.He also contributes to Writers International Network Zimbabwe blogspot under the column, .òThe Regular Writer', Wealth of Ideas and Izimbabwe. He featured in the following films: Tanyaradzwa, I want A Wedding Dress, NyamiNyami and the evil eggs, Playing Warriors, The Husband, and it the following Television dramas: Suburb D, New Dawn, and Tiriparwendo. He performed poetry at platforms such as NGO events, Harare International Festival of the Arts, Intwasa Arts Festival koBulawayo, Dzimbahwe Arts Festival, Chimanimani Arts Festival, Arts Alive International Johannesburg, SADC Poetry Festival in Botswana among others.",Zimbabwe,"Arevavi ati vuya rivuye riri vuya rakanaka
Kazwi kanodembatemba
Kazwi kanoshaura
Kazwi kari murwiyo
Kazwi kanodetemba
Karwi kanoratidzira, Kasiye kazwi ako
Kasiye kaende
Iwe, Kasiye iwe
Kasiye kafambe mumwanza usina riva kana muteva
Iwe Kasiye kaende kazwi ako
Kasiye kapararire
Kasiye kafambe
Kasaita mafirakureva
Kana kuva mufa ndareva
Iwe, iwe, iwe
Kasiye kazwi ako
Kasiye kafambel
Kasiye kapararire, Wapindwa neiko iwe?
Zvowokabingira kazwi ako wakabitira uta nemiseve!
Iwe, iwe, iwe,,
Kasiye kazwi ako karudunyuke kuti rudu, rudu, rudu seshinda yamadhoiri
Kasiye kazwi ako
Asakabwitira iwe
Kasiye
Zvichida ndiko kazwi kakamba mugore riya musango
Paakashedzera pakati pemhukahuru dzakaita sana nzou, shumba, nyati namvuu
Idzo kwakumuseka
Asi mufaro ukazozadza sango rose mamvuramachena atushuka, Kasiye kazwi ako, ndati kasiye
Kasiye katambarare
Zvichida ndiko kaye kaNhengure gore riye
Paakaudza dzimwe shiri kuti zizi harina nyanga
Dzimwe shiri dzikamutyira kuti achatungwa
Asi muzinda weshiri ukazofara
Nhengure aruma mambava azizi
Kasiye kazwi ako
Iwe, ndati kasiye
Kasiye kasvike  uko nekokoko
Kasiye kafambe zvinyoronyoro
Kasiye kamhanye
Kasiye kanyahwaire
Siya kukahwandira wakabipitira gidi iwe
Kanda pasi bonda iro
Kasiye iwe
Kasiye kafaranuke
Kasiye
Kasiye kaende kosekose
Kasiye kapinde muhana iyo neyeyo
Kasiye kapinde munzeve idzo nedzodzo
Kasiye kapinde posepose
Kazwi ako
Murarami nokusingaperi, He points the wrong
Wants to see the good coming in the right way
This wailing voice
This voice in airwaves
This voice in song
This voice in poetry
This voice in demonstrations, Let this voice free
Set this voice free
Hey, set it free
To travel in a path without traps
Set it free, hey
Let it spread all over
Set it free to travel
For it not to die for expression
Or to have no freedom after expression
Hey, hey, hey,
Set this voice free
Free to travel
Free to spread, Hey, what gets into you?
Why are you blocking this voice?
Why blocking it with bow and arrows?
Hey, hey, hey,
Let this voice roll over like the doilies twine
Set this voice free
Don't suffocate it
Set it free
Maybe this is tortoise's voice in the jungle that year
That year it called out to bigger animals
The likes of elephant, lion, Buffalo, and hippopotamus
And they looked down upon it
But the whole jungle was full of joy when the white waters sprouted out, Set this voice free
Let it go
Hey, let this voice free
Maybe its nhengure's voice that year
That year it exposed King Owl
And other felt for it
But the whole bird kingdom celebrated
After Nhengure pecked on King Owl's fake horns
Set this voice free
Hey, set this voice free
Let it reach all corners of the world and beyond
Let it be free to walk slowly
Let it be free to run
Let it be free to stealthily walk
Stop lurking for it brandishing guns
Stop hiding carrying logs
Set it free
Let it be happy
Let it go
Let it reach everywhere
Let it free to enter into that heart
Let it free to enter into those ears
Let it free to enter everywhere
This voice
The survivor of all seasons"
"Helen Moffett is a freelance writer, editor, academic and poet, whose lectured as far afield as Trinidad and Alaska. Her academic writings include a great deal of gloomy but necessary work on sexual violence in the post-apartheid context. She writes about cricket because it reminds her why she likes men (and because she loves the game with a passion).She has also published a university textbook on poetry, an anthology of South African landscape writing and several short stories. Poetry is her first and last love, she went from teaching it to students to eventually writing her own. Her debut collection of poems, Strange Fruit, was published by Modjaji Books in 2009.",South Africa,"What do mountains dream of?
Lying slumbering in the sheet of heat
Smoothed gently across the Little Karoo.
No wind. Only warmth, but it doesn't press.
It floats, tenderly draping the spines and ribs
Into which history has folded these ranges.
Raging hormones of the earth's adolescence
Blasted entire continents into the sky
Leaving the remnants to drift down and lie
Locked into peace, immobile, their flanks
Not even twitching in the drowsy summer
Afternoons. Now they breathe in time with
The slowly passing centuries of geology's clock,
The beat too deep to resonate in our bones.
But the mountains hear it in their sleep:
Tick, and then the pause: aeons later, tock"
"Hellen .úPoeticbee.ù is proudly Kenyan. She is a student pursing fashion design,she is also a performing spoken word artist,a recording musician, and 46th Slam Africa queen. She was born into a creative family where her life quickly started revolving around pen, paper, words and melodies.",Kenya,"The music plays louder to my ears, Dancing to the beat that only I can feel., Reducing the volume to less success., I can't multitask am enslaved to this music., Shoes torn out, bones breaking, the power is too much and I keep still dancing, Heart racing, forehead sweating, yet can't stop smiling, That unheard water drops distracts the beats, The thought of how this music make me feel I loss the rhythm, I have been isolated, cast out, locked in a hell hole where crawling insects makes, A rhythm, I listen to the wall cry out, from far beyond, Hit me ones and am not breaking down. The foundation is so strong, That all its struggles and pain it√≠s all in vain, Finally the beat, makes a crack, with a smile, I think of my freedom., Oh how does the silence feel like, oh how does the outside air feel to the skin, When I step out, I will take off my clothes, Run naked to the fields and screaming, Freedom! Freedom! Freedom!, Free at last, In the mix of all this excitement, I can't help and ask, will I miss being confined, Locked out from the world, then I made imaginary friends, the kind of friends that, Wanted what I wanted., Oh surely I'll miss the occasional lizard that checked on me times to time, That bird that sang so beautifully that everything else went mute, Oh will I miss solitary, I ask can I achieve solitude and not be isolated, I peep through the crack faddily not seeing well I notice himher that plays the drum, And I can't help wonder what really excites his her motivation, I can tell from the sound effect that the drum communicates, sometimes it complains cause it, Can't connect with the music but then again its makes the music, so free it goes, On the floor in the corner, I sit the lizard pokes the cockroach with its tiny legs motion its felt,, The bird whistles, from a distance the drum talks to me., I can't stand the melody, impatiently I fidget, I still couldn't get it, the inner silences overwhelms me,, And the music sense captures, Oh it's the music with content, music I can relate to. Music I can, Comprehend., Arrgh shut all other music"
"Her involvement as a performer in local arts industry began in 2009 when she was casted for a role in <strong>Re Bina Mmogo Season II</strong>. In 2011, she found herself pursuant of the stage again, performing as a poet for Art of the Soul Organization's Poison Poetry, an endeavour she has continued with to this day. From here, her passion for the arts would only grow further, fed by partaking in local productions including Passion Play I & II, The Maitisong Festival, Queer Shorts Festival Showcase, and most recently, The Maun International Arts Festival.She is currently in the process of setting up a management and tax consultancy in order to be able to complete the requirements of being a member of the Chartered Institute of Management Accountants. She is also working on an anthology of poetry inspired by her time in the Delta and the remodel of her blog AmanteFatale.On the performance side, she plans to frequent local productions as a performer and as a producer as well as begin to frequent international festivals around Africa.",Botswana,"Allahmdillulah
I feel raindrops on my shoulders.
I feel raindrops on my head., Oh kind king, Won't you save me, please?
I don't want to be another maybe I
n the book you revealed me!
So, possibly, If you're listening,
I need a hero., Not some prince on a white horse,
If that's the case, You might as well turn me to a corpse
Back to dust
Because I lack the basic concept of trust
And.¶
I'm looking for a hero!, Not superman!
He's too enchanted with Louis,
Too human for me!
It's my spirit that's crying,
It's my spirit that's dying!
It used to be my heart aching but lately,
I'm struggling to fight the numbness as the voices get louder
Threatening me with all their powers!, Oh Kind King!
I've heard wondrous tales about you filled you with magic miracles!
I hear you can wash me white as snow.
Make me beautiful inside like you;
Brand new on the day you rose
To those gold streets we all long to see!
Kind King,
I don't want to be a maybe.
I'm a mere mortal;
Broken at one end hoping that one day
The darkness will fade.
But I need saving,
Lots of love and no mysteries, I feel raindrops on my shoulders.
I feel raindrops on my head.
Allahmdillulah"
"Her wide and diverse work has ranged from being an actor with the Royal Shakespeare Company to co-founding VIDYA, a slum dweller's theatre company in Ahmedabad, India. All of her work is concerned with power, identity, personal and social change. Having trained extensively with and also worked alongside Augusto Boal, she is a specialist facilitator in Theatre of the Oppressed, being invited to work particularly in areas of conflict and crisis.Mojisola also teaches in the department of Theatre and Performance at Goldsmiths, University of London, at Rose Bruford College and is studying for her PhD at Queen Mary University of London.Mojisola has written poetry for many years and even had a stint as a teenage rapper. However, it was in 2005 that she embarked upon writing plays as her primary focus, through her landmark production, Moj of the Antarctic: An African Odyssey, which was researched on Antarctica in 2005 and performed at Lyric Hammersmith, Oval House Theatre, Queer up North and had a British Council African tour. She followed this with Muhammad Ali and Me (Oval House) and Matt Henson, North Star, developed in Greenland through Cape Farewell (Lyric Hammersmith).Her first commission was Desert Boy (Nitro, Albany and national tour). 48 Minutes for Palestine, a collaboration with Ashtar Theatre Palestine, is now touring all over the world. The Listeners, a play for young actors, commissioned by Pegasus Theatre Company, in partnership with The Samaritans (Oxford) premiered in March 2012. She was a Writer-on-Attachment with Unicorn and Birmingham Rep where she wroteAsara and the Sea-Monstress, her first play for children.I Stand Corrected, created with Mamela Nyamza and commissioned by Artscape, South Africa, premiered in Cape Town in August 2012 and played to rave reviews at Ovalhouse in November / December 2012. The show comes to the Soweto Theatre in 2013.Alongside her produced plays, Mojisola's publications include The Theatre for Development Handbook with John Martin and Manisha Mehta, based on their work with VIDYA (order at <a href=""http://www.pan-arts.net"">www.pan-arts.net all proceeds go to the VIDYA charitable trust); 48 Minutes for Palestine in Anna Furse's Theatre in Pieces: An Anthology of Experimental Theatre from 1968-2010 (Methuen) and Moj of the Antarctic: An African Odyssey in Deirdre Osborne's Hidden Gems for Oberon Books. Her first solo collection Mojisola Adebayo: Plays One has just been published by Oberon. <a href=""http://oberonbooks.com/author/adebayo"" target=""_blank"" title=""Oberon Plays"">Order Plays One here: <span style=""text-decoration: underline;""><a href=""http://mojisolaadebayo.co.uk/mojisola-adebayo-biog/www.oberonbooks.com/author/adebayo/"" target=""_blank"" title=""Oberon Plays"">www.oberonbooks.com/author/adebayo/ She is busy working on Plays Two.¶",United Kingdom,"Once,
We were
Gondwana,
Africa and Antarctica
Antarctica and Africa
One content
Continent., Before.
Before
Nakedness
And the snake., Before Enlightenment.
Before Enwhitenment.
Gondwana.
Where day and night danced a duet
In step,
Together.
Two million years ago, Gondwana:
Africa.
Antarctica.
A history of
The future:
Antarctica melts,
Africa sinks,
We all disappear., One million
Two million
Three million more!
From ice to sea to land to shore!, Melting
Rising
Flooding
Seas.
Salt to soil
Drought
Disease, Desert.
Desertification.
Creatures
Comforts
Coasts
Erosion
Forest.
Deforestation.
More land
More light
More wind
More flight
Of souls,
Soaked., Tempest
Justice
Tempest
Just ice
Just us
Washing away
Sand and land and memories
Memories., One melts,
The other sinks,
We all disappear:
Magic!, Imagine:
Gondwana,
Once
We were
One., But,
Gondwana
Split
Like a family,
Tectonically,
And no one could remember
How it happened., Yet in understanding through
Opposites
The ancients believed
In what they could not see,
By the stars
They perceived
Antarctica
Must
Exist
Somewhere
Arctic
Anti-thesis
Antarctica., And then
Eventually
You were
uncovered
and you had grown cold.
(The ancient gestures towards the video. Awe inspiring music).
You were discovered,
So now we know
If Antarctica exists
Then the world is a globe,
And if the world is a globe
In a tilting procession
Inclined to be eccentric
Obliquely orbiting
The sun, Then are we not
In a tilting procession
Inclined to be eccentric,
Living with the inevitability of unpredictability
In the knowledge that we can predict the inevitable
Make the inevitable vetible
Vary the variable
Protect the vulnerable
Apply eco logic
To anthropogenic
Action!
And through adaptability and change
Be sustained
Or let the last one turn the lights out!
(In blackout she moves to another position. Lights up)., She said:
If Antarctica exists
And the world is a wobbling wanderer
Then nothing is straight
And no one is straight
Forward.
If the world is a globe
Then there is no above
No below
No North or South
No heaven or hell
No white or (she prompts audience to respond) black
No male or  (she prompts audience to respond) female
No God or (she prompts audience to respond) Devil
Magic!
Just a magnetic pull.¶, An extract from the prologue of Moj of the Antarctic: An African Odyssey by Mojisola Adebayo."
"Herbert Woodward Martin, born in 1933, served as professor of English and poet-in-residence at the University of Dayton in Ohio, United States of America, for more than three decades where he taught creative writing and African-American literature. He is the author of nine volumes of poetry and has devoted decades to editing and giving performances of the works of the poet and novelist Paul Laurence Dunbar (1872-1906).Martin's publications include:Editor:<ul>
<li>New York The Nine Million, Abracadabra Press, 1967</li>
<li>The Shit-Storm Poems , Pilot Press, 1972</li>
<li>The Persistence of The Flesh, Lotus Press, 1976</li>
<li>The Forms of Silence, Lotus Press, 1980</li>
<li>Galileo's Suns, Bottom Dog Press, 1999</li>
<li>The Log of The Vigilante, Mellen Press, 2000</li>
<li>Escape To The Promised Land, Bottom Dog Press, 2005</li>
<li>Inscribing My Name, Kent State University Press, 2007</li>
<li>On the Flyleaf: Poems, Bottom Dog Press, 2013</li>
</ul>, <ul>
<li>Paul Laurence Dunbar: A Singer of Songs, State Library of Ohio, 1980</li>
<li>In His Own Voice: The Uncollected Works of Paul Laurence Dunbar, Ohio University Press, 2002</li>
<li>Paul Laurence Dunbar: Selected Poems, Penguin Press, 2004</li>
<li>The Collected Novels of Paul Laurence Dunbar, Ohio University Press, 2009</li>
</ul>",United States,"Lord child, I done told you a million times, them words youse foolin' around with don't make no sense., Them words is the devil's work,, you better leave 'em alone you hear?, Here you sit from morning to night,, writin' down what you think is right., Whoever told you you had the right to decide bad and good?, It ain't worth the time of day,, unless it's going to bring you some silver., And I don't see how it's possible,, for anybody to be payin' you for somethin', you done scribbled down like chicken scratch., And don't go tellin' me nothin' about, what or how much money white people make., You ain't white., And I don't want to hear nothin' 'bout no fame., Attention ain't no good when you're dead., It don't make no sense., Furthermore, it don't make no never-mind,, how much you scream,, or how long and wooly you let your hair grow,, or how many baths you refuse to take., If you ain't got no money,, you ain't got nothin' to say., And I didn't have to go to no fool college to learn that., I have been walkin' through this world and learnin', since I knowed exactly who I was., So if I tell you I hand dipped snuff, look for the box., Boy, where is ya goin'? I'm talkin' to you., You better come back here and listen., Lord, Lord, these children are gonna be the death of us all., Not that we ain't givin' 'em plenty of kindlin' wood."
"Hermann Kenfact was born and bred in Yaound√© Cameroon. Hermann is a poet, a writer and playwright. In 2008, he was the recipient of the best creator African by the APPIA (Association for the Protection and the Intellectual Property in Africa), he also received the 1st price for the African literature CREAYOUTH by l'OMPI (Organization mondial for the property intellectual).",Cameroon,"YAOUNDE.¶ Yaound√©.¶ Je suis venu √† toi
Je suis venu √† toi comme un message du Graal
Je suis venu √† toi comme le souffle du Jourdain
J'ai couru vers toi pour me serrer contre toi
J'ai vol√© de mille ailles pour me blottir dans tes bras, Blottir rugir construire mon avenir
J'ai voulu puiser dans ton ventre
L'in√©puisable courage de mes p√®res
Um, Moumi√©, Ouiandi√©, Kingu√©, Afana
Pour te construire et t'√©lever vers la gloire, Yaound√©, j'ai regard√© vers toi !
J'ai longtemps frapp√© mon regard sur ton cube dor√©
J'ai longtemps lorgn√© ton secours sur mes sept collines
Je suis souvent venu pleurer mon mal aux portes d'Etoudi
Je suis toujours all√© crier ma peine en face du lyc√©e Leclerc, Pleurer chanter crier ma souffrance et notre mis√®re
J'ai expos√© mon regard larmoyant √† la t√©l√© √† la radio
Esp√©rant d√©sesp√©r√©ment toucher ton c≈ìur Yaound√©
Mais.¶, tu es rest√© insensible √† mon requiem
Tu as chass√© gifl√© tap√© battu tordu et pendu tous mes fr√®res et mon c≈ìur, YAOUNDE.¶ Je me suis battu pour toi
J'ai saign√© de l'encre rose sur les bancs du lyc√©e
J'ai vers√© du sang rouge sur les pistes du ch√¥mage
J'ai crach√© du sang noir sous tes matraques et tes lacrymaux
Et je suis quand m√™me rest√© avec toi Yaound√©., Tu nous bazardais de temps en temps du poisson et de la viande lors des campagnes
Tu as achet√© et braqu√© la conscience de mes pairs
Et je suis venu te supplier de me lib√©rer.¶ Et je suis venu te supplier de nous lib√©rer
Et je suis venu te supplier de nous donner la vie.¶ de nous rendre nos enfants
Et de nous rendre notre espoir Yaound√©, Et criant de mis√®re de gal√®re de col√®re
Croulant sous le poids des responsabilit√©s
Rampant sous la menace des rafles et des canons
Mourant √† la lisi√®re du d√©sespoir
Tous, un √† un, deux √† deux, trois √† trois.¶Nous nous sommes lev√©s, Pierre, Andr√©, Jean et le Fils de Z√©b√©d√©e
Philippe, Barth√©lemy, thomas et le Fils d'Alph√©e
Mathieu, Simon, Thadd√©e et m√™me Juda
Ils sont tous debout en qu√™te de la libert√©. Criant les pers√©cutions,
Ils vont se lever vers les cieux obscurs et apporter la lumi√®re dans notre monde, YAOUNDE.¶ tous mes fr√®res crient et pleurent vers toi !
Tous ces proph√®tes de la Nouvelle Alliance
Tous ces ouvriers de la Grande Moisson.¶ Tous ces vignerons de la Fructueuse R√©colte
Ils sont pr√™ts √† mourir sur les plats dor√©s du Nord
Ils sont pr√™ts √† se lever pour combattre pour la paix et la libert√©, Et c'est de faute
Oui YAOUNDE
Et toi aussi Yaound√©
Oui Vous tous les deux, YAOUNDE et Yaound√©
C'est de votre faute, Yaound√©, tu as ordonn√© la mise √† mort de tes enfants
Tu as pouss√© la proph√©tie dans le caca et les √©gouts
Tu as arr√™t√© battu lac√©r√© et crucifi√© l'Espoir
Faisant de la septi√®me colline un t√©n√©breux Golgotha
Et tu as d√©cid√© de traqu√© pers√©cut√© tous les proph√®tes et les po√®tes, Oui YAOUNDE, c'est dans tes tripes que tu m'as trahi
Tu as cach√© comme un l√¢che ton cri de d√©sespoir
Et tu as ferm√© les yeux sur mon ventre vide et ma t√™te pleine
Oui, YAOUND√â tu as √©t√© le brave Juda de mes pairs
Oui Yaound√©, tu es le Ponce Pilate de YAOUND√â, Mais .¶ Aujourd'hui, c'est fini !
Fini les verts !
Fini les rouges !
Fini les jaunes !
D√©sormais, les vert-rouge-jaunes sont debout dans le monde entier !, YAOUNDE, tu ne botteras plus le cul de mon Esp√©rance
Tu ne chasseras plus mes fr√®res vers les cieux obscurs
Tu ne violeras plus ma pens√©e sur les cimes de l'exaltation
Tu seras, √¥ oui Yaound√©, l'esclave de ma cit√©. Tu paieras pour tous tes crimes
Ouvrier for√ßard creusant b√™chant pour r√©parer tes fautes Yaound√©, L'heure du grand jugement a sonn√©e
La foudre de l'Apocalypse gronde et arrive
Repens-toi Yaound√©,  craches le mal de tes tripes
Fa√ßonne et dessine le bien, les salaires et la vie
Avant que je ne te fabrique un somptueux cercueil vitr√©, C'est fini la java meurtri√®re des d√©magogues de Yaound√©.¶
C'est fini ! Car je vais de ce pas appel√© les fr√®res enfuis
Je vais aller sur les sentiers de l'enfer
Je vais aller partout : Paris, Rome, Marrakech, Madrid, New York, Ottawa, Londres.¶
Et je vais ouvrir les portes qui m√®nent au CAMEROUN , Car d√©sormais Yaound√©, le grand retour vers la terre promise est enclench√©
D√©sormais Yaound√©, le cri de ma lance hybride se dresse vers toi
D√©sormais Yaound√©, mon cri s'√©l√®ve pour rechercher la paix dans mon monde
D√©sormais Yaound√©, la vie aussi appartiendra √† ses femmes, √† ses enfants
Que tu as massacr√© durant des ann√©es.¶, D√©sormais Yaound√©, l'heure du grand holocauste √† sonn√©
D√©sormais Yaound√©, mon cri s'√©l√®ve vers toi et appelle toux ceux des √¢mes qui ont peur
Appelle tous ceux qui se cachent encore au cachot de la peur de se lever
Et de parler contre toi.¶ Et d'appeler la loi contre toi.¶ Et de se lever.¶
De lever le poing vers le Ciel.¶ car d√©sormais Yaound√© : Ton heure √† sonn√© !, Translation
In this poem, the poet speaks directly to his home city Yaound√©. He speaks to it with anger, love, regret, longing and melancholy. The poem is an intimate message to a city that once symbolised hope and happiness to him and his fellow countrymen.  But now Yound√© is a shadow of its former self, it has become a place of little love, hope, pride and values.  , The contrast between the melancholic love and longing and the anger and despair of the poet towards Yaound√© is very vivid and real in this poem. He says, .úI flew with thousand wings, to be cradled in your arms, find in your bosom, the inexhaustible courage of my forefathers.ù but also laments, .úyou have bought and sold off the conscious of my forefathers. I come to beg you to free me, to free my people..ù"
