bios,country,name,poembios,country,name,poem 
,,, 
"['Poetry International Weblog', <br>
“Prayer of a Man in Snow”<br>
“Untitled”<br/>
“A Prayer in Nineteen Forty-Three”</br></br>]",['Poland'],Israel Emiot,"[<span style=""font-family: 'Georgia',serif; color: #333333;"">Today there is no bloodstain on the snow;<br>
nobody was shot; there’s just snow and snow<br/>
around you—snow<br/>
in you snow—white on white.</br></span>]"
"['Letter of Recommendation Please say something really good, no, great about yourself. I would but I am watching a porno movie and have no time to write. The woman astride…']",['United States'],Elaine Equi,[<strong>Letter of Recommendation</strong>]
"['Poetry International 20/21', <br>
“If I started selling candles…”</br>]",['Spain'],Abraham Ibn Ezra,"[<span style=""font-weight: 400;"">If I started selling candles,</span>, <br>
<span style=""font-weight: 400;"">the sun would never go down.</span><br>
<span style=""font-weight: 400;"">If I started selling funeral shrouds,</span><br/>
<span style=""font-weight: 400;"">people would stop dying.</span><br/>
<span style=""font-weight: 400;"">If I went into the arms trade,</span><br/>
<span style=""font-weight: 400;"">universal peace would break out.</span></br></br>]"
"['Poetry International 7/8', <br>
“The Blaskets” </br>]",['Ireland'],Peter Fallon,['\xa0']
"['“How We Will Live: A Manifesto”', <br>
“The Planetary Crisis”<br/>
“The Moutherland Oration”<br/>
“Creature”</br>]",['Ukraine'],Yulia Fintiktikova,"[<strong><em>from</em></strong>, <strong> My Neighbors </strong>, <em>(bitter truth in two acts)</em>, <strong><br>
</br></strong>, <strong>How We Will Live: A Manifesto </strong>, <strong> </strong>]"
"['Mengele He had the charm of a Chinese emperor and loved to mingle with his victims and stood, invincible but somewhat mincingly, ready to divide them, mongrel from mongrel, his…']",['United States'],Charles Fishman,[<strong>Mengele</strong>]
['Date of Birth: April 28. 1950'],['United States'],Carolyn  Forché,"['On a winter night in Beirut twenty-two years ago, a physician working among Palestinians in southern Lebanon whispered to me that I had arrived too late, that the poets had left Beirut the year before, Mahmoud Darwish among them, and in the darkness of a black-out he spoke of how unsettling it was for the people to know that the poets were no longer there, most especially Darwish—\xa0 whose work was beloved by millions in the Arab world and beyond, whose lyrics were sung by heart, set to the music of their ancient oud, whose poetry readings filled stadiums. Having survived a life of imprisonment, house arrest and exile, he wrote of love, survival and our common humanity. Now Mahmoud Darwish is no longer among us, this poet who made of his language a homeland, who dwelled in exilic being—this solitary, private man who became the voice of a people, and who, in a language of fig trees, olives and flute music, exile and longing, re-built in poetry the four hundred and seventeen invisible villages of Palestine, such as Al-Birweh—which he was forced to flee as a boy—the village to which his empty, symbolic coffin was carried to be set among the stones of what may have once been his house, near a prickly pear bush, in a dry wind.\xa0 At that same moment in Ramallah, tens of thousands attended his state funeral and laid him to rest on a hillside with Jerusalem visible in the distance.\xa0 Those who carried the second coffin to Al-Birweh knew that their poet had to be buried twice, once for his presence and once for his absence.']"
"['Poetry International 20/21', <br>
“Earth”</br>]['Poetry International 20/21', <br>
“Flags”</br>]",['United States'],Katie Ford,"['If you respect the dead', <br>
and recall where they died<br>
by this time tomorrow<br/>
there will be nowhere to walk.</br></br>]"
"['Poetry International 22/23', <br>
“Alias City”</br>]",['United States'],Carol Frost,"['They were travelers, plotting river courses,', <br>
writing the Genesis of unknown people,<br>
fugitives with a revolver in one hand, reins in another,<br/>
merchants among the olive trees, euphorbias, mimosas,<br/>
emissaries, deserters. Some knew the native tongues;<br/>
they called themselves by new names<br/>
in the eastern twilight, different parts of their soul<br/>
never having learned to live together.<br/>
Skies burned. Dust covered the palms<br/>
and minarets as they arrived by the incandescent shore<br/>
of our city, each with his own little dreams and disasters.<br/>
Some remained, never to be heard of again.<br/>
Some left with caravans, wearing native dress – ephemerids.<br/>
Where are they? What are they used to?<br/>
The only preserved interview – of an artist and explorer. Did he ever speak of his friends in X? Never. The only thing he liked in X was his sister. But did you know that he painted? Oh yes! –some fine things: stemware, a series of watercolors of Shoebills and Abdim’s stork.</br></br>]"
"['Poetry International 17', <br>
“The Chase”</br>]",['United States'],Richard Frost,"['Death is a knight, a worm, an old whore,', <br>
a sallow gentleman, a clown, a doctor,<br>
a cocked revolver, a cock, a rotten cell.<br/>
Death is what we do but don’t do well.<br/>
We’d put a foot through death, our highest garden,<br/>
what we follow, love, last-minute pardon.<br/>
Death is our stripped bones, our babies, wrecks<br/>
on shoulders. Death is tantamount to sex<br/>
or separation, change in government,<br/>
appendix, river, turret, unpaid rent,<br/>
a footrace, spinning wheel, a blanket, bomb,<br/>
balm, a cozy ride. Death is Mom,<br/>
the dollar, pill, a notice, social function,<br/>
sun, rain, air, extreme unction,<br/>
funny, black, white, the full moon,<br/>
a season, song, met with a long spoon,<br/>
flame, frame, fish, a fine distinction,<br/>
obvious as hell, a wish, prediction,<br/>
wave, waking, wandering in a fog,<br/>
a pitch, a promise kept, a cat, a hog,<br/>
a teacher. Death has sour breath<br/>
and gets us all fagged out. Death is death.</br></br>]"
"['Poetry International 17', <br>
“Sublime Moments on Hold”</br>]",['United States'],Amy Gerstler,"['Press one if you’d like to speak to Atilla the Hun.', <br>
Press two if your jacuzzi is filled with eels.<br>
Press three if bitten by an animal you teased while it was eating.<br/>
Press four if being heartsore dulls you to the delights of this world.<br/>
Press five to put continents between you and a thriving former love.<br/>
Press six if your whiskey “fix” (that floaty limbo following on the heels of<br/>
                 your initial sip) is the high point of your day.<br/>
Press seven to hear actor Kevin Bacon explain the limbic system.<br/>
Press eight to be connected to an invertebrate.<br/>
Press nine to explore origins of the phrase “time out of mind.”<br/>
Press ten to listen to Neandertal bone-flute music (again).</br></br>]"
"['Poetry International 22/23', <br>
“‘Second Eden'”</br>]",['United States'],David Gewanter,['Thomas Hardy']
"['Poetry International 20/21', <br>
“The River”</br>]",['United Kingdom'],John Glenday,"['This is the formula for the fall of things:', <br>
we come to a river we always knew we’d have to cross.<br>
It ferries the twilight down through fieldworks</br></br>]"
"['Poetry International 22/23', <br>
“[It could be just this…]</br>]",['Spain'],Gemma Gorga,"['from the ', <em>Book of Minutes</em>]"
['Taylor Graham was featured in Volume V of Poetry International. '],['United States'],Taylor Graham,"[""it's the fragile-crisp tap of fired tiles\r\nin earthen tones that will bear her\xa0\r\nweight, breakfast to dinner, beyond\r\nthe same familiar recipes, family faces aging\xa0\r\nbut otherwise the same, until she slips\r\n\r\nher grip and lets a grandmother's\r\niron kettle clatter on scrubbed tile\r\nwhich spreads a spider-crack\r\nacross its muted gloss.\r\n\r\nShe'll hunt the phone book \r\nfor a name tat sounds as soft\r\nas unexpected footfall.""]"
"['Poetry International 13/14', <br>
“Teaching Paradise Lost”</br>]",['United States'],Garth Greenwell,[<em><strong>Teaching Paradise Lost</strong></em>]
"['Poetry International 12', <br>
“The Lights Are Coming On in a Small Industrial City”</br>]",['United States'],James Grinwis,"['The moon drops into a slashed and decaying porcupine.', <br>
No, it is merely an old plank of rusty nails<br>
the fishy moon drops into.</br></br>]"
"['Poetry International 6', <br>
“Feet”</br>]",['United States'],Jay Griswold,"['They don’t want to come out of their shoes', <br>
And leave on the air the embarrassing odor<br>
Of things that live farthest from their heart.<br/>
They don’t want to be skinned from their woolen cocoons<br/>
Like flat blind worms.</br></br>]"
"['Poetry International 12', <br>
“Amaterasu, the Sun Goddess, Returns”</br>]",['United States'],Jeanine Hall Gailey,"['I went underground to escape', <br>
(my brother, the storm)<br>
breaking everything<br/>
(the way he does)<br/>
his fists everywhere.<br/>
I hid there, taking the warmth<br/>
of my breath, my gold fingers.</br></br>]"
"['Poetry International V', <br>
“Smell of Rain or Poem of M.”<br/>
“The Man Who Came Back”</br>]",['Vietnam'],Hoàng Hùng,[<strong>Smell of Rain or Poem of M.</strong>]
['Jeff Halbert was featured in Volume V of Poetry International. '],['United States'],Jeff Halbert,[<strong>Vidalias  </strong>]
"['Poetry International 12', <br>
“Amaterasu, the Sun Goddess, Returns”</br>]",['United States'],Jeanine Hall Gailey,"['I went underground to escape', <br>
(my brother, the storm)<br>
breaking everything<br/>
(the way he does)<br/>
his fists everywhere.<br/>
I hid there, taking the warmth<br/>
of my breath, my gold fingers.</br></br>]"
['Nancy Hall James was featured in Volume V of Poetry International. '],['United States'],Nancy Hall James,[<strong>Steel</strong>]
"['Poetry International 10', <br>
“Destinies”</br>]",['Iraq'],Gzar Hantoosh,"['The retired man', <br>
The brown crane-like boy<br>
The woman with the blue shawl<br/>
And the poet with the diamond heart<br/>
Are waiting for the red bus<br/>
That will take them.<br/>
The retired man to:<br/>
Cafe “Hasan Ajmi”<br/>
The brown crane-like boy<br/>
To the boy scout center<br/>
The woman with the blue shawl:<br/>
To al-Mansoor<br/>
And the poet with the diamond heart<br/>
To Hell.</br></br>]"
"['Poetry International 1', <br>
“Never Mind”<br>
“Copernicus”</br></br>]",['United States'],James Harms,[<strong>Never Mind</strong>]
['Charles Harper Webb was featured in Volume V of Poetry International. '],['United States'],Charles Harper Webb,[<strong>Tear-Stained Confetti</strong>]
"['Poetry International Weblog', <br>
“Mourning and Other Activities” </br>]",['Pakistan'],Raza Ali Hasan,"[<span style=""font-family: 'Georgia',serif; color: #333333;"">You take faith and a horse –<br>
Reasonably Arab looking one – feed him<br>
Rusgullas and milk for a year.<br/>
While you fatten him you terrorize him<br/>
With different Asiatic techniques<br/>
Into mildness and meekness.</br></br></span>]"
"['Date of Birth: April 13, 1939 ']",['Ireland'],Seamus Heaney,"[<span style=""font-family: 'Georgia',serif; color: #333333;"">I loved to carry<br>
Her violin case, its nose<br>
In air, its back end<br/>
Nice and heavy, the balance<br/>
Factored in and factored out.</br></br></span>]"
['Date of Birth: 1968'],['Australia'],Anita Heiss,['\xa0']
"['Poetry International 6', <br>
“Angelus”<br>
“Lingua”</br></br>]",['United States'],Nancy A. Henry,"['March carries you', <br>
on white shoulders<br>
into spring<br/>
where the twisted thorn tree<br/>
blossoms into wounds again.<br/>
a calf bawls among<br/>
yellow meadow flowers,<br/>
you watch your sister,<br/>
the pale sheets blowing from her hand,<br/>
grace lavished on the earth<br/>
like rain.</br></br>]"
"['Poetry International 17', <br>
“The Bear”</br>]",['United States'],William Heyen,"['Was alone, was carrying her bear with her.', <br>
Was alone, was carrying her bear with her.<br>
Was alone, was carrying her bear with her,<br/>
bear to counsel, comfort, &amp; protect her.</br></br>]"
"['Poetry International Weblog', <br>
“Left to My Own Devices”<br>
“Psalm of Filling the Rental Car”</br></br>]",['United States'],Bob Hicok,"['For the director of music. To the tune', <br>
of static.</br>]"
"['Poetry International 22/23', <br>
“I Was Never Able to Pray”</br>]",['United States'],Edward Hirsch,"['Wheel me down to the shore', <br>
Where the lighthouse was abandoned<br>
And the moon tolls in the rafters</br></br>]"
"['Poetry International', <br>
“Manners/Rwanda”</br>]['Poetry International 18/19', <br/>, '\n“Spell to Be Said Upon Departure”']",['United Kingdom'],Jane Hirshfield,[<strong>Manners/Rwanda</strong>]
"['Poetry International 18/19', <br>
“Openly Worrying Song”</br>]",['China'],Li Ho,"['When the autumn wind blows, all the grasses die.', <br>
An evening chill arises from the sapphire shadow of Mt. Hua.<br>
I’m 20. Things are not exactly going my way.<br/>
My sad heart is a dying orchid.</br></br>]"
['Date of Birth: 1967'],['United States'],James Hoch,"[""Rust-splotched, thin-walled, coal-pocked,\r\nIt sat hulled to the cellar floor, a leviathan\r\nof cinder and metal. We did not believe\r\n\r\nit could speak, though we goaded and warded\xa0\r\nand goaded friends into sticking their heads\r\nin its open mouth, as if its jaws would\r\n\r\nclamp down, clench shut like a turtle's,\r\nand though it unmovable the day two men\r\nfrom Mohrfield Oil winched and pulleyed\r\n\r\nand heaved it from its moorings. More like\r\nexcuses for muscle than gods, though\r\nthe house shook and buckled and swayed\r\n\r\nwhen they hauled it out the door. Four of us\r\nhuddled on red steps. Our mother upstairs,\r\nthe crow's nest of her bedroom, yelling\r\n\r\ndirections, though we could not hear them,\r\nso would not follow and chased after\r\nthe back of the flatbed, waving good-bye,\r\n\r\nits black mouth agape, hinged, singing.""]"
"['Poetry International 12', <br>
“Anchor”</br>]",['United States'],Naana Banyiwa Horne,"['If I am the tree trunk', <br>
You are the root that anchors<br>
me firmly in the earth<br/>
keeping me sturdy and centered.</br></br>]"
['Date of Birth: 1951'],['United States'],Joan Houlihan,"[<strong>In Cancer</strong>, '\r\n\r\nStrung days, a puncture\r\nand the insect entered\r\nYou told me: ', <em>All dies. </em>, '\r\n', <em>For this, we're intended.

</em>, ""Strung then by peonies'\r\nheft and lush waste\r\nbent-headed\r\nI hid from the day.\xa0\r\n\r\nInside, the walls speckle.\r\nStark, kitchen-lit\r\nflies pock the table\r\nblack as dropped seeds.\r\n\r\nThough I go slowly\r\nthey startle—\r\nbodies alive\r\nwith unshuttable eyes.\r\n\r\nA simple swat exhausts me.\r\nLet me forget. Let them flee\r\ndeath. Their thrum is harmless.\r\n\r\nOur summer's begun\r\nas the iris rises from sword-\r\nshaped leaves, its veiny sac\r\na purse of grief.""]"
"['Poetry International 22/23', <br>
“Untouched”</br>]",['United States'],Harold Jaffe,"['They are blackened. Barefoot. Thin as reeds.', <br>
Your untouchables.<br>
—You are not Hindu. You know nothing.</br></br>]"
"['Poetry International 20/21', <br>
“Rain”</br>]['Poetry International 20/21', <br/>, '\n“The Chair”']",['Cuba'],Fayad Jamís,"['Fruits ripen in the rain', <br>
Horses neigh in the barnyard<br>
One-armed Paco runs up to say<br/>
that the buzz of bees<br/>
will scrape the sky<br/>
Every mule going by<br/>
is splattered to its neck in mud</br></br>]"
"['Poetry International 6', <br>
“Anniversary”</br>]",['United States'],Christopher Janke,"['Millet spills and looks like broken glass', <br>
on the kitchen floor.<br>
The moths burrow down.<br/>
Mice sleep in the poison ivy,<br/>
and I bring you a capital H,<br/>
for hide me in the closet,<br/>
for oh, how the air feels like cement again,<br/>
for all the moments I almost told you<br/>
how I really feel, but was distracted<br/>
by the thought of a swimmer in a riptide.<br/>
Everything is gone, or going,<br/>
like houses sold at auction with their attics full.<br/>
The weeds are turning gold.<br/>
Porcupines are making love.<br/>
I’ve come to give you this:<br/>
my basket of brown grass and pebbles.</br></br>]"
"['Poetry International 13/14', <br>
“Prayer to a Farm Worker”</br>]['Poetry International Weblog', <br/>, '\n“Prayer to a Farm Worker” ']",['Chile'],Victor Jara,"['Rise up and look at the mountain, from', <br>
where the wind, the sun, the water arrive.<br>
Thou, who determines the course of<br/>
rivers, thou who scatters the flight of<br/>
your soul.<br/>
Rise up. Look at your hands. Join<br/>
hands with your brothers, together<br/>
in blood we go. Now is the time that<br/>
can be tomorrow. Tomorrow.<br/>
Deliver us from the men of<br/>
misery. Take us to your kingdom of justice and<br/>
justice. Blow like the wind the gorge’s flower.<br/>
Clean the fire<br/>
in the barrel of my gun.<br/>
Thy will be done<br/>
Here on Earth. Give us your strength and<br/>
your courage in combat.<br/>
Blow like the wind the field’s daffodil.<br/>
Clean fire in the barrel of my gun.</br></br>]"
"['Poetry International 5', <br>
“Two Children Are Threatened by a Nightingale”</br>]",['United States'],Julia Johnson,[<strong>Two Children Are Threatened by a Nightingale</strong>]
['Date of Birth: 1951'],['Australia'],Jill Jones,"[<i></i>, <span style=""font-weight: 400;"">I walk from one memory<br>
</br></span>, <span style=""font-weight: 400;"">held on my arm<br>
</br></span>, <span style=""font-weight: 400;"">to another told<br/>
</span>, <span style=""font-weight: 400;"">like the sea.</span>]"
['Co-winner of the 2019\xa0#DignityNotDetention Outside Prize judged by Ilya Kaminsky \xa0 plans Every time I say ‘yes’ I return feel fingers in a battlefield divvying land on my arms and…'],['Sudan'],K. Eltinaé,"[<em><strong>Co-winner of the 2019 <a href=""https://poetryinternational.sdsu.edu/contests/contests_dignity.html"">#DignityNotDetention Outside Prize</a></strong></em>]"
"['Hédi Kaddour is a Tunisia-born French poet. His work, translated by Marilyn Hacket, was featured in Volume V of Poetry International. ']",['France'],Hédi Kaddour,[<strong>No Rhymes</strong>]
"['Poetry International 18/19', <br>
“Leopards in the Temple”</br>]",['Bohemia'],Franz Kafka,"['Leopards break into the temple and guzzle the chalices empty; this happens', <br>
repeatedly; eventually one can predict that it will happen again, and it becomes<br>
part of the ceremony.</br></br>]"
"['Poetry International 10', <br>
“Dead Poem”</br>]",['United States'],Jeanette Karhi,"[<strong>Dead Poem<br>
</br></strong>, 'FOX STOLE', <br>
LICK A SLIP SLID DOWNER<br/>
HID &amp; BURROW<br/>
CACHE STIR BAWDY FULL<br/>
BELLOW</br>]"
"['Poetry International 22/23', <br>
“Almost Invisible”</br>]",['United States'],Kerry Shawn Keys,[<em>for Sonata</em>]
['Date of Birth: 1944'],"['Iran, Islamic Republic Of']",Mimi Khalvati,"[<span style=""font-weight: 400;"">Think how beautiful we were to start with,<br>
</br></span>, <span style=""font-weight: 400;"">clear as glass. How impossible to part with,<br>
</br></span>, <span style=""font-weight: 400;"">stillness was a rope we tangled round<br/>
</span>, <span style=""font-weight: 400;"">our mothers’ hearts. In sleep we made no sound.</span>]"
"['Poetry International 22/23', <br>
“[Once she had a book]”</br>]['Poetry International 6', <br>
“[He told stories the way you peel a fruit]”</br>]",['France'],Venus Khoury-Ghata,"['Once she had a book', <br>
whose lines furled east to west like Siberian trains<br>
Black smoke erupted from its pages when sentences tangled,<br/>
some hurtling into each other,<br/>
some conjoined, a small group that decided<br/>
to reach the word end before dark</br></br>]"
['from Babyn Yar'],['Ukraine'],Marianna Kiyanovska,"[<em>from </em>, <strong>Babyn Yar</strong>]"
"['Poetry International 1', <br>
“A Man from Mars”</br>]",['United States'],Ron Koertge,[<strong>A Man from Mars</strong>]
"['Poetry International 10', <br>
“Children”</br>]['Poetry International Weblog', <br>
“Children”</br>]",['Poland'],Julian Kornhauser,"['are smarter than us', <br>
know everything<br>
even nothing to them has the hue of a chestnut<br/>
see mountains where we don’t see them<br/>
seas splash when nothing is heard<br/>
through their crooked teeth slip out<br/>
words known to no one<br/>
under dirty fingernails fear lurks<br/>
and an inexpressible adventure<br/>
when they run<br/>
their oversized shoes cackle<br/>
and their hair sticks to the wind<br/>
when they’re silent<br/>
their eyes express so much adult longing<br/>
they stand on tiptoe<br/>
to touch what’s forbidden<br/>
they try to wrestle with rules<br/>
to be able to tell the difference<br/>
between a joke and fear<br/>
sometimes they lie quietly on the floor<br/>
casting strange spells<br/>
and then the glass falls from the table<br/>
opportunity arises<br/>
a crayon moves slowly across the white wall</br></br>]"
"['Poetry International 17', <br>
“The Mosquito”</br>]",['Germany'],Michael Kruger,"['Maybe it is excessive', <br>
to memorialize the mosquito.<br>
But even the mosquito holds,<br/>
by the sip of my blood, a stake in the history of anxiety.</br></br>]"
"['Poetry International V', <br>
“Women Writers”</br>]",['Vietnam'],Lý Lan,"['Each of us has her own bedroom and study', <br>
but Susan and I share a bathroom.<br>
Once she opened the door and found me<br/>
standing naked before the mirror.<br/>
I saw her many times putting on makeup<br/>
and please do not reveal this dying her hair<br/>
and massaging the wrinkles in her face.<br/>
We also share the kitchen and sometimes<br/>
at midnight I come to drink water and find her<br/>
sitting at the table with a cup of tea.</br></br>]"
"['Poetry International 12', <br>
“Standard Checklist for Amateur Mystics” </br>]['Poetry International Weblog', <br/>, '\n“Standard Checklist for Amateur Mystics” ']",['Indonesia'],Li-Young Lee,"['A lamp, so you can read the words on the tablet.', <br>
A hand to copy the sentences you find.<br>
A hand for you to rest your head.</br></br>]"
['Jan Lee Ande was featured in Volume V of Poetry International. '],['United States'],Jan Lee Ande,"[<strong>Influence (Wooing)</strong>, ""\r\n\r\nI am reading John Donne, that love poem\r\nwhere he addresses the sun as a busy old fool, unruly,\r\npoking its face through windows and curtains—\r\na voyeur danging in the midday sky.\r\n\r\nI close the shutters till only a lattice of sunlight\xa0\r\nenters. On the dresser, candles break into flame\r\nas though an acolyte touched each wick\r\nand the room comes alive in a sputter of light.\r\n\r\nBotticelli's angel flies out of a gilded frame\r\nand then drops to one knee, holding the long stem\r\nof a lily. His skin is smooth as marble,\r\nhis breath sweet as frankincense.\xa0\r\n\r\nMy blue robe falls open to the floor.\r\nWe lie, side by side, on the silky sheets. His tongue\xa0\r\nhas stopped uttering its heavenly messages.\r\nHis lips pucker, full of sudden longing.\r\n\r\nI make the sign of the cross, fingertips marking\r\nthe four places, the pulse in my neck thumping wildly.\r\nThe goosedown comforter loosens a few feathers\r\nand they float, shaken from wings.""]"
"['Poetry International 20/21', <br>
“Murmur”<br>
“Silence”</br></br>]",['Romania'],Carmelia Leonte,"['Enough, enough, pale murmur.']"
"['Poetry International 20/21', <br>
“Honeymoon Suite”</br>]['Poetry International 20/21', <br/>, '\n“Beyond”']",['Romania'],Camelia Leonte,"[<span style=""font-weight: 400;"">The fiddlers, the wedding guests</span>, <br>
<span style=""font-weight: 400;"">have put on black clothes and are looking for you.</span><br>
<span style=""font-weight: 400;"">Nervous, I come near</span><br/>
<span style=""font-weight: 400;"">and tear up my gown. I dip the white rag</span><br/>
<span style=""font-weight: 400;"">in viper blood and crushed herbs</span><br/>
<span style=""font-weight: 400;"">that bloom only once each year.</span><br/>
<span style=""font-weight: 400;"">How handsome you are!</span><br/>
<span style=""font-weight: 400;"">Ceremoniously, you take off your suit</span><br/>
<span style=""font-weight: 400;"">and I paint your flesh.</span><br/>
<span style=""font-weight: 400;"">You press yourself against one wall:</span><br/>
<span style=""font-weight: 400;"">the imprint of your body <span style=""font-weight: 400;"">stays behind</span><br/>
<span style=""font-weight: 400;"">as if it were someone else</span><br/>
<span style=""font-weight: 400;"">whom you’re now just beginning to recognize.</span></span></br></br>]"
"['Date of Birth: September 30, 1946']",['United States'],Larry Levis,"[<strong>New Year’s Eve at the Santa Fe Hotel, Fresno, California</strong>, '\r\n\xa0 \xa0 \xa0-For Bruce & Marsha\r\n\r\n']"
"['Poetry International 6', <br>
“Inlet, Duluth”</br>]",['United States'],Deena Linett,"['Currents, chance moisture', <br>
shadows fall haphazard<br>
over purple grasses<br/>
streams of gray in layers<br/>
water roughened by wind—</br></br>]"
"['Poetry International 13/14', <br>
“Still lifes with one or more persons”</br>]",['Austria'],Cvetka Lipuš,"['They come visiting. They lay their coats down on the bed,', <br>
they put their gifts on the table in the hallway. In cellophane<br>
—flowers, in paper bags—bottles, distillations of future meetings.<br/>
They pass around the dewy silver, porcelain, glass. In front of<br/>
the copper engravings of tropical birds, they peel themselves,<br/>
layer by layer, chattering. Even before the coming of the<br/>
late hour words are gnawed down to the bone. Beginnings<br/>
are used for various continuations, for selfish ends. Their anxiety,<br/>
like rising underground water, they cautiously fill with light.<br/>
Wounds glisten, say the surgeons. When, clothed in furry phrases,<br/>
they kiss each other on the cheek, somebody whispers:<br/>
the soul of the other—a moveable target.</br></br>]"
"['Poetry International 1', <br>
“Billions Served”</br>]",['United States'],Timothy Liu,[<strong>Billions Served</strong>]
"['Date of Birth: July 23, 1913']",['France'],Ghérasim Luca,"[<span style=""font-weight: 400;"">empty emptied of its emptiness it is fullness<br>
</br></span>, <span style=""font-weight: 400;"">empty filled with its emptiness it is emptiness<br>
</br></span>, <span style=""font-weight: 400;"">empty filled with its fullness it is emptiness<br/>
</span>, <span style=""font-weight: 400;"">full emptied of its fullness it is fullness<br/>
</span>, <span style=""font-weight: 400;"">full emptied of its emptiness it is fullness<br/>
</span>, <span style=""font-weight: 400;"">empty emptied of its fullness it is emptiness<br/>
</span>, <span style=""font-weight: 400;"">full filled with its fullness it is fullness<br/>
</span>, <span style=""font-weight: 400;"">full filled with its emptiness it is emptiness<br/>
</span>, <span style=""font-weight: 400;"">empty filled with its emptiness it is fullness<br/>
</span>, <span style=""font-weight: 400;"">empty emptied of its fullness it is fullness<br/>
</span>, <span style=""font-weight: 400;"">full emptied of its emptiness it is fullness<br/>
</span>, <span style=""font-weight: 400;"">full emptied of its emptiness it is emptiness<br/>
</span>, <span style=""font-weight: 400;"">empty filled with its fullness it is fullness<br/>
</span>, <span style=""font-weight: 400;"">full emptied of its fullness it is emptiness<br/>
</span>, <span style=""font-weight: 400;"">full filled with its fullness it is emptiness<br/>
</span>, <span style=""font-weight: 400;"">empty emptied of its emptiness it is emptiness<br/>
</span>, <span style=""font-weight: 400;"">it is full emptiness<br/>
</span>, <span style=""font-weight: 400;"">full emptiness emptied of its full emptiness<br/>
</span>, <span style=""font-weight: 400;"">of its empty emptiness filled and emptied<br/>
</span>, <span style=""font-weight: 400;"">of its empty emptiness emptied of its fullness<br/>
</span>, <span style=""font-weight: 400;"">in full emptiness</span>]"
"['Date of Birth: September 13, 1951']",['United States'],Suzanne Lummis,"[""Against\r\nthe set intention of my would-be\r\nexecutioners I survived. I may\r\nbe whistling down the road but my snatched-\r\naway future fiercely wrestled back weighs\r\non me evenly like water. And, lover,\r\nyours does too—the future and its corollaries.\r\n\r\nIs it\r\nfor me, this love you make against me?\r\nAnd I against an un-resilient surface\r\nof the dark, or against\r\nthe backdrop of the city—our minor\r\nbungled plans against the grand one?\r\nWill I make any sense here or\r\nare the odds against it?\r\nSorry, but the cracking open of this cookie's\xa0\r\ngot me started, reminds me of a slender\r\nbone of poultry grasped across\r\na cluttered table and what happens\r\nwhen two contend for one desired wish.\r\nYou see where I'm headed? Sometimes \r\nto pull away is the same as pressing\r\nup against one in this darkness,\r\nlike the way words\xa0\r\nand meaning can pull away or push\r\nagainst till something snaps\r\nwith a cry we don't recognize as ours.\xa0\r\n\r\nLove,\r\nlet us join hands and flee this jam\r\nwe're in, these consequences\r\nleaning this way and that, and escape\r\nto the next perilous change for the better.\r\nSee, it's fatal isn't it, this will to live?\r\nLook what happens.""]"
"['Poetry International V', <br>
“Night Train”</br>]",['Vietnam'],Ly Hoàng Ly,"['The train runs rhythmically through the night', <br>
The wheels sound like the hooves of horses<br>
Night spreads out thickly around the train<br/>
a breathing animal</br></br>]"
"['Co-winner\xa0of the 2019\xa0#DignityNotDetention Detainee Prize judged by Ilya Kaminsky \xa0 My Nation My nation has no color, my nation has no border My nation has people with a deportation order…']",['El Salvador'],Marlon R.S.,"[<em><strong>Co-winner of the 2019 <a href=""https://poetryinternational.sdsu.edu/contests/contests_dignity.html"">#DignityNotDetention Detainee Prize</a></strong></em>]"
"['Poetry International 12', <br>
“There Are Spaces”</br>]",['South Africa'],Lindiwe Mabuza,"['There are spaces', <br>
In our closeness<br>
You and I create<br/>
There are spaces<br/>
Awaiting their own<br/>
Fulfillment<br/>
In the moment of<br/>
Highest awakening</br></br>]"
"['Sarah Maclay was featured in Volume V of Poetry International.', <br>
“Uterus”<br>
“Yard Work”</br></br>]",['United States'],Sarah Maclay,[<strong>Uterus</strong>]
"['Poetry International 20/21', <br>
“the year’s tree”</br>]",['United Kingdom'],Aonghas MacNeacail,"[<span style=""font-weight: 400;"">after her labors </span>, <br>
<span style=""font-weight: 400;"">see the year’s high tree</span><br>
<span style=""font-weight: 400;"">cast off her clothing </span></br></br>]"
"['Poetry International 20/21', <br>
“We Have No Sleep”</br>]",['Macedonia'],Nikola Madzirov,"[<span style=""font-weight: 400;"">All forms of farewell without touching</span>, <br>
<span style=""font-weight: 400;"">have been forgotten. We think of tomorrow,</span><br>
<span style=""font-weight: 400;"">as we feed the swans </span><br/>
<span style=""font-weight: 400;"">with yesterday’s bread. From our memory</span><br/>
<span style=""font-weight: 400;"">flows water enough to sustain several </span><br/>
<span style=""font-weight: 400;"">fields of wheat. We watch how the rain </span><br/>
<span style=""font-weight: 400;"">repeats itself immaculately, stealing </span><br/>
<span style=""font-weight: 400;"">the dust. We have no sleep,</span><br/>
<span style=""font-weight: 400;"">belong to no one night </span><br/>
<span style=""font-weight: 400;"">nor any candle can lengthen </span><br/>
<span style=""font-weight: 400;"">our shadows onto the walls of the wind.</span></br></br>]"
"['Poetry International 20/21', <br>
“The Dog”</br>]",['Ukraine'],Vasyl Makhno,"['this wind that comes to me as a dog', <br>
with three blue eyes</br>]"
